median_house_value,ocean_proximity_enc,longitude,latitude,housing_median_age,median_income,rooms_per_bedroom,rooms_per_household,people_per_household,X1,X2
155500,3,-122.27,37.85,52,2.1202,4.191126279863481,4.0528052805280526,2.1386138613861387,2.368735446603859,9.55961824102507
158700,3,-122.26,37.84,50,1.9911,4.920879120879121,5.343675417661098,2.3627684964200477,3.246535760341242,3.0146552985102097
162900,3,-122.27,37.84,52,2.6033,5.043624161073826,5.465454545454546,2.5090909090909093,9.875294518052508,5.2893381879511665
147500,3,-122.27,37.85,40,1.3578,4.081521739130435,4.524096385542169,2.463855421686747,4.349698179434497,13.680833300988304
159800,3,-122.27,37.85,42,1.7135,4.4659400544959125,4.478142076502732,2.5382513661202184,3.4845682611140267,1.3676852313457304
113900,3,-122.27,37.84,52,1.725,4.502772643253235,5.096234309623431,2.1234309623430963,3.621676898546781,0.18293653785332253
99700,3,-122.27,37.84,52,2.1806,5.008902077151335,5.193846153846154,2.624615384615385,5.928080959163042,1.381552725190745
132600,3,-122.27,37.84,52,2.6,5.089244851258581,5.270142180094787,2.3838862559241707,3.70180435738363,7.463049832024404
107500,3,-122.28,37.85,41,2.4038,4.349593495934959,4.495798319327731,2.6638655462184873,1.4531836751620153,3.4284335210613586
93800,3,-122.28,37.85,49,2.4597,4.631147540983607,4.7280334728033475,2.5397489539748954,5.780658982785063,9.514289917112704
105500,3,-122.28,37.85,52,1.808,4.508313539192399,4.7808564231738035,2.7758186397984885,2.4610020932646415,5.849816910938947
108900,3,-122.28,37.84,50,1.6424,4.2317073170731705,4.40169133192389,2.391120507399578,4.201430716344807,7.95446248896522
132000,3,-122.28,37.84,52,1.6875,4.55625,4.703225806451613,2.5483870967741935,2.6843527976632133,-0.09321196317936487
122300,3,-122.28,37.84,49,1.9274,4.286353467561521,5.068783068783069,2.2830687830687832,6.490948559962047,5.2959142078791395
115200,3,-122.28,37.84,52,1.9615,4.476091476091476,4.882086167800454,2.6485260770975056,3.524905318353361,4.985721144447013
110400,3,-122.27,37.84,48,1.7969,4.699266503667482,5.737313432835821,3.062686567164179,3.280386428642469,0.2600428521469764
104900,3,-122.27,37.83,49,1.375,4.521857923497268,5.0303951367781155,2.291793313069909,3.519341802307745,0.01511419562706351
109700,3,-122.27,37.83,51,2.7303,4.642857142857143,4.972014925373134,2.3470149253731343,1.3846702046997352,-1.25539401555696
97200,3,-122.27,37.83,49,1.4861,4.308510638297872,4.6022727272727275,2.159090909090909,1.9732721141094998,6.054599505040052
104500,3,-122.27,37.83,48,1.0972,4.162037037037037,4.807486631016043,2.6390374331550803,-0.1980422608603103,3.3775367844356188
103900,3,-122.28,37.83,52,1.4103,3.8743589743589744,3.7493796526054592,2.235732009925558,1.1923725901589175,10.502891021832426
191400,3,-122.26,37.83,52,3.48,4.454545454545454,4.757281553398058,2.2297734627831716,3.865957737018028,-2.895382368017768
176000,3,-122.26,37.83,52,2.5898,3.4013986013986015,3.4942528735632186,1.978448275862069,2.469603520586381,9.452790107783002
155400,3,-122.26,37.83,52,2.0978,3.973747016706444,4.215189873417722,2.3949367088607594,6.872739547280708,3.170257581395429
150000,3,-122.26,37.83,51,1.2852,3.009646302250804,3.759036144578314,2.076305220883534,0.872360854901642,0.4319676901316889
118800,3,-122.26,37.84,49,1.025,3.5297029702970297,3.772486772486773,2.4444444444444446,1.8189737028220156,11.174231287836317
188800,3,-122.26,37.84,52,3.9643,4.702970297029703,4.797979797979798,2.3585858585858586,4.141724293114795,4.8625602492991264
184400,3,-122.26,37.83,52,3.0125,4.639871382636656,4.941780821917808,2.26027397260274,2.651191230045326,1.7745392246667122
182300,3,-122.26,37.83,52,2.6768,3.942857142857143,4.335078534031414,1.8795811518324608,2.005828507113045,6.452225746866011
142500,3,-122.26,37.83,50,2.026,3.4937888198757765,3.700657894736842,2.026315789473684,1.2791524345922447,-7.416043159945991
137500,3,-122.27,37.82,43,1.7348,3.227564102564102,3.9802371541501977,2.205533596837945,0.723592331286222,2.9262552897621252
187500,3,-122.26,37.82,40,0.9506,3.2,3.9,2.64375,2.1523437620252888,6.712304537969931
112500,3,-122.27,37.82,40,1.775,2.522666666666667,2.6875,1.9886363636363635,1.5289667521332668,3.1490335440939132
171900,3,-122.27,37.82,21,0.9218,1.977924944812362,2.045662100456621,1.678082191780822,-1.6341375687915356,7.048363863630932
93800,3,-122.27,37.82,43,1.5045,4.0964912280701755,4.58968058968059,2.6068796068796067,2.93233937869151,10.134339971686435
97500,3,-122.27,37.82,41,1.1108,3.776084407971864,4.473611111111111,2.720833333333333,1.558305159118301,8.863054110802494
104200,3,-122.27,37.82,52,1.2475,3.574561403508772,4.075,2.905,1.5446373845247532,3.443962064344527
87500,3,-122.28,37.82,52,1.6098,4.9787234042553195,5.021459227467811,3.0085836909871246,4.654104357141681,10.115207960643659
83100,3,-122.28,37.82,52,1.4113,3.888888888888889,4.295454545454546,2.618181818181818,5.015000526877923,1.9920297948092776
87500,3,-122.28,37.82,52,1.5057,4.298611111111111,4.77992277992278,2.4015444015444016,7.594246056741234,2.5637565671403673
85300,3,-122.28,37.82,52,0.8172,4.444776119402985,6.102459016393443,2.9836065573770494,2.8980692715155953,6.878759554215215
80300,3,-122.28,37.82,52,1.2171,4.067448680351906,4.5625,3.5328947368421053,7.279267938066498,0.7435899911938311
60000,3,-122.29,37.82,2,2.5625,3.674418604651162,2.7719298245614037,1.649122807017544,1.3588015092623422,9.913799756092192
75700,3,-122.29,37.83,52,3.3929,5.312796208530806,5.994652406417113,2.962566844919786,6.62597313719642,11.46977467235045
75000,3,-122.29,37.82,49,6.1183,4.655172413793103,5.869565217391305,3.739130434782609,9.753154555228816,1.4841535227869507
86100,3,-122.29,37.81,50,0.9011,4,6.229508196721311,3.0901639344262297,3.930479220392325,-1.798829849925296
76100,3,-122.3,37.81,52,1.1909999999999998,5.1645569620253164,7.69811320754717,3.2767295597484276,3.8252898027014015,9.221301526574152
73500,3,-122.3,37.81,48,2.5938,4.549450549450549,6.225563909774436,2.9473684210526314,4.5342410380286005,8.470766129814672
78400,3,-122.3,37.81,52,1.1667,4.832535885167464,5.401069518716578,3.229946524064171,8.386704781454316,11.223845262737536
84400,3,-122.3,37.81,48,0.8056,4.110169491525424,4.382530120481928,2.3734939759036147,1.8329540180236066,3.229678275023195
81300,3,-122.29,37.8,52,2.6094,4.209016393442623,6.98639455782313,3.346938775510204,6.944670752289148,8.019019207940902
85000,3,-122.3,37.81,52,1.8516,5.247706422018348,6.975609756097561,3.341463414634146,7.906836003583068,6.448734026234889
129200,3,-122.29,37.81,46,0.9802,4.349378881987578,4.584288052373159,2.983633387888707,5.022324476395212,4.559652970947066
82500,3,-122.29,37.81,26,1.7719,5.052631578947368,6.047244094488189,3.0866141732283463,5.066417255831284,0.4057468034324625
95200,3,-122.29,37.81,46,0.7286,3.1481481481481484,3.375451263537906,2.101083032490975,2.2372106718252924,4.358358941203526
75000,3,-122.29,37.81,49,1.75,4.137254901960785,5.552631578947368,3.6842105263157894,3.4042070362129184,0.5624461079600414
67500,3,-122.29,37.81,46,0.4999,3,1.7142857142857142,2.5714285714285716,4.2965731350062955,13.102048470212898
137500,3,-122.29,37.81,20,2.483,5.186335403726708,6.2781954887218046,2.180451127819549,9.326877126388595,3.4388826024257306
177500,3,-122.28,37.81,17,0.9241,2.6774891774891776,2.8177676537585423,1.735763097949886,2.3706923525552375,7.187111920442593
102100,3,-122.28,37.81,36,2.4464,5.185053380782918,5.724950884086444,2.4282907662082516,2.403651487379936,6.52887629982089
108300,3,-122.28,37.81,19,1.1111,4.967078189300412,5.830917874396135,3.4830917874396135,3.519914635080103,11.241267651589808
112500,3,-122.29,37.81,23,0.8026,4.665775401069519,5.369230769230769,3.243076923076923,5.182298925405226,7.667368765265895
131300,3,-122.28,37.8,38,2.0114,3.886363636363636,4.412903225806452,2.2193548387096773,3.252245406441238,6.520763274156663
162500,3,-122.28,37.81,17,1.5,3.1972318339100347,3.1972318339100347,2.1072664359861593,2.841651918581446,4.187080370675569
112500,3,-122.27,37.81,52,1.1667,3.75,3.75,3.267857142857143,3.410011846290919,5.347281965319307
112500,3,-122.28,37.81,52,1.5208,3.5051546391752577,3.9080459770114944,2.2988505747126435,0.7605508674218702,2.492264085380059
137500,3,-122.28,37.81,52,0.8075,2.3536585365853657,2.490322580645161,2.232258064516129,2.0060841957572992,1.9700952514864567
118800,3,-122.28,37.81,35,1.8088,5.1521739130434785,5.609467455621302,2.7633136094674557,6.852638427287247,13.007632747611396
98200,3,-122.28,37.81,52,2.4083,5.405594405594406,6.721739130434782,3.2782608695652176,6.800811828930912,-4.18214537773005
118800,3,-122.27,37.81,40,0.977,1.951219512195122,2.3157894736842106,1.5315789473684212,3.051214214377324,2.148893515191059
162500,3,-122.27,37.81,10,0.76,2.514367816091954,2.6515151515151514,1.6545454545454543,1.7089038651967083,4.158787416466139
137500,3,-122.27,37.8,10,0.9722,2.5,2.6923076923076925,3.2051282051282053,2.1168124590430466,6.6676232194538185
500001,3,-122.27,37.8,52,1.2434,3.1923076923076925,2.929411764705882,4.658823529411765,0.8032519331026662,8.264206120194354
162500,3,-122.27,37.8,16,2.0938,2.5357142857142856,2.74585635359116,2.2099447513812156,2.429396648227638,3.7592930326616116
137500,3,-122.28,37.8,52,0.8668,2.471264367816092,2.4431818181818183,10.272727272727272,2.9816563698077587,5.806773103981744
162500,3,-122.28,37.8,52,0.75,3.096774193548387,2.823529411764706,5.617647058823529,6.508702208028536,3.4433461405776926
187500,3,-122.27,37.79,27,2.6354,3.040345821325648,3.493377483443709,2.377483443708609,5.043372326052545,6.024817046423398
179200,3,-122.27,37.8,39,1.8477,2.752808988764045,3.6723768736616704,2.841541755888651,1.7616421027611247,10.289800465101333
130000,3,-122.26,37.8,36,2.0096,2.1513928138877674,2.294016358157555,1.493327593628928,2.8624934078872655,2.2993379406366783
183800,3,-122.26,37.82,31,2.8345,3.4530428249436516,3.894915254237288,1.735593220338983,1.1838267378759557,2.9763643615798374
125000,3,-122.26,37.81,29,2.0062,3.130841121495327,3.681318681318681,2.21978021978022,4.88724837539991,-0.9921819367805433
170000,3,-122.26,37.82,22,1.2185,2.899212598425197,2.9456,1.6192,4.845046105177442,12.401035169787235
193100,3,-122.26,37.82,37,2.6104,3.3483870967741933,3.7071428571428577,1.8755102040816327,7.590621307525545,2.7978339668107037
257800,3,-122.25,37.81,29,2.4912,3.292786421499293,3.7248,1.8432,4.121833490249264,4.407903136206465
273400,3,-122.25,37.81,28,3.2177,3.621958827199002,3.8784235136940546,1.7120908483633934,2.6725218801402817,6.394718347945347
237500,3,-122.25,37.81,39,3.125,3.5289256198347108,3.745614035087719,1.706140350877193,3.6609126072436333,-1.26158584445235
350000,3,-122.25,37.81,52,2.5795,3.074179743223966,3.5154975530179446,1.4600326264274062,2.069224178436234,8.359453589823081
335700,3,-122.26,37.81,34,2.8406,3.0673981191222572,3.281721632196758,1.5030743432084963,1.415400944863586,7.859600549292701
313400,3,-122.24,37.82,52,4.9306,6.706666666666667,6.184426229508197,2.762295081967213,7.040645226172634,6.232600755120433
268500,3,-122.24,37.81,52,3.2727,4.203319502074689,4.442982456140351,1.5548245614035088,2.4107902495851716,-3.7220515228326168
259400,3,-122.25,37.81,52,3.1691,3.8217391304347825,4.165876777251185,1.6255924170616114,4.158109905746296,6.76751759022175
275700,3,-122.24,37.82,52,3.9,4.635153129161118,4.848189415041783,2.011142061281337,5.345089651190827,1.8976827237229217
225000,3,-122.25,37.82,28,3.9063,3.902923976608187,4.160847880299252,1.8952618453865335,3.79871374286592,9.298909660368341
262500,3,-122.25,37.82,52,5.0917,4.927335640138408,5.628458498023716,2.1739130434782608,4.535466402705902,6.60889562166247
218500,3,-122.25,37.82,32,2.6429,3.4690346083788706,3.727005870841487,1.7671232876712328,2.17089510516735,11.202868615650148
255000,3,-122.25,37.82,26,3.0233,3.310200668896321,3.2530813475760065,1.4371405094494658,1.0906662060988577,-2.671934321611653
224100,3,-122.25,37.83,52,3.1484,4.2504472271914135,4.578034682080925,1.8092485549132948,5.94899563250153,5.201533945620483
243100,3,-122.25,37.83,35,3.4722,3.7686915887850465,3.822274881516588,1.599526066350711,3.8134166409370946,6.1926066110739395
231600,3,-122.25,37.83,52,3.1429,4.456445993031359,4.3951890034364265,1.8350515463917525,6.11872722764503,-2.143848958163219
218500,3,-122.25,37.83,28,2.4234,2.8697142857142857,3.0234798314268514,1.5400361228175798,0.38113858302583026,5.980888906408537
234100,3,-122.25,37.83,52,3.0897,3.79185520361991,4.040501446480231,1.7222757955641272,4.129908031152261,0.9594429736980059
327600,3,-122.23,37.84,50,5.8596,6.303258145363409,6.742627345844504,2.6005361930294906,7.649590759258768,7.327055704468767
347600,3,-122.23,37.84,47,5.2868,6.993392070484582,6.546391752577319,2.263917525773196,6.940839317587529,4.757028007675816
366100,3,-122.24,37.83,41,5.956,6.344827586206897,6.851063829787234,2.1117021276595747,5.962043249094849,5.152405003857886
335000,3,-122.24,37.85,37,4.9643,6.185185185185185,7.1063829787234045,2.0851063829787235,4.621371891785432,11.000150461835506
373600,3,-122.23,37.85,52,6.3434,6.81265206812652,6.947890818858561,2.632754342431762,10.928976043653503,2.9932693493155798
389500,3,-122.24,37.84,52,5.1773,6.148083623693379,6.358558558558559,2.120720720720721,7.649086530005041,9.272693841705538
391100,3,-122.24,37.85,52,7.2354,7.156164383561644,7.11716621253406,2.455040871934605,10.804580988318222,8.500646971660508
337300,3,-122.22,37.85,28,5.457000000000001,5.044847328244275,5.5303347280334725,2.1244769874476988,5.204966610428251,6.238083540785604
295200,3,-122.22,37.84,50,7.5,6.20507399577167,6.127348643006263,2.152400835073069,4.942255397838938,5.608895234128943
292300,3,-122.21,37.84,44,6.0194,5.735343383584589,5.735343383584589,2.274706867671692,2.708767143517135,6.561508901751116
411500,3,-122.21,37.83,40,7.5544,7.405044510385757,7.631498470948012,2.470948012232416,6.132844848215655,10.636533196901699
311500,3,-122.2,37.84,30,6.0666,6.390173410404624,6.446064139941691,2.4606413994169096,6.842776475398946,2.6060519939949907
325900,3,-122.21,37.84,34,7.0548,6.2,6.125,2.2983870967741935,8.227380694931497,-1.8913771331128704
392600,3,-122.19,37.84,18,11.6017,7.7,8.335051546391753,2.747422680412371,8.205500270132683,9.704662281129117
319300,3,-122.2,37.84,35,7.4882,6.228260869565218,6.467268623024831,2.419864559819413,3.884364243882976,12.475735980788762
333300,3,-122.21,37.83,34,6.8976,6.427664974619289,6.6122715404699735,2.124020887728459,7.765093631669356,-0.7067944829860648
335200,3,-122.19,37.83,28,8.2049,7.206521739130435,6.978947368421053,2.4368421052631577,3.906319869441713,6.211142521051169
351200,3,-122.2,37.83,26,8.401,7.125560538116592,7.530805687203792,2.5687203791469195,6.393856041732791,-0.25415933908659305
368900,3,-122.19,37.83,29,6.8538,6.608856088560886,6.657992565055762,2.45724907063197,5.9766194308947265,7.108056838097175
365900,3,-122.19,37.82,32,8.317,6.950757575757576,6.977186311787072,2.414448669201521,3.054265481114838,0.5766731456787193
366700,3,-122.2,37.82,37,7.0175,6.790055248618785,6.982954545454546,2.386363636363636,8.630170293400596,3.023561927678596
362800,3,-122.2,37.82,39,6.3302,7.059925093632959,7.54,2.53,5.814181903875209,1.4522216577643694
483300,3,-122.18,37.81,30,6.3624,7.684210526315789,5.615384615384615,2.423076923076923,7.016137226320873,5.76317850788227
331400,3,-122.21,37.82,52,7.0549,7.132132132132132,6.785714285714286,2.322857142857143,9.922427917191378,10.534714772395485
323500,3,-122.2,37.81,45,6.7851,6.798165137614679,6.957746478873239,2.504694835680751,8.07151395969258,5.215675877378036
216700,3,-122.21,37.8,50,2.8929,4.682644628099173,5.132246376811594,2.282608695652174,4.465781234118408,0.08108932076914233
233100,3,-122.21,37.8,38,3.0812,4.213084112149533,4.628336755646817,1.9527720739219712,5.2406096689588795,6.296006770879375
296400,3,-122.21,37.81,52,5.2402,6.55188679245283,6.200892857142857,2.2767857142857144,7.350430407000747,5.8457778122607085
273700,3,-122.22,37.81,52,6.5217,5.883582089552239,6.39935064935065,2.4837662337662336,9.209294984413049,14.631828934679788
227700,3,-122.22,37.8,52,3.2632,4.694623655913978,4.745652173913044,2.4543478260869565,5.246410463084944,7.392756354932943
199600,3,-122.22,37.8,52,3.0298,4.926724137931035,5.183673469387755,2.433106575963719,5.939269384346409,11.39741104705943
239800,3,-122.22,37.8,52,4.5428,5.029574861367838,5.283495145631068,2.3009708737864076,5.724678811415461,0.6678412223710914
270100,3,-122.22,37.81,52,4.072,5.9705014749262535,5.952941176470588,2.223529411764706,5.2160261799336265,-0.32368813556071707
302100,3,-122.22,37.81,52,5.3509,5.492537313432836,5.65067178502879,1.9846449136276392,5.687776239651311,7.365206808934039
269500,3,-122.23,37.8,52,3.1603,4.183127572016461,4.429193899782135,1.7145969498910676,7.460616862259917,0.3473923260688272
314700,3,-122.23,37.81,52,4.7708,6.25764192139738,6.727699530516432,2.8732394366197185,4.506456973018243,1.0262947730960472
390100,3,-122.22,37.81,52,8.1564,7.281094527363184,7.702631578947368,2.6868421052631577,7.524614524645275,13.461346680424366
410300,3,-122.23,37.81,52,8.8793,7.928082191780822,8.972868217054264,3.3372093023255816,10.652343513470786,12.020456278272164
352400,3,-122.24,37.81,52,6.8591,7.939297124600639,7.599388379204893,2.914373088685015,7.470054950755219,8.643397734051813
287300,3,-122.24,37.81,52,6.0302,6.260504201680672,5.8203125,2.4765625,4.1537385857945,7.862419372428821
348700,3,-122.23,37.81,52,7.507999999999999,7.709589041095891,7.994318181818182,2.4943181818181817,5.970021829824068,6.763589012199812
243800,3,-122.24,37.81,52,2.7477,3.8054545454545456,4.333333333333333,1.9006211180124224,3.025200486160436,1.3893383389622036
211500,3,-122.24,37.8,52,2.1944,5.285714285714286,5.074285714285714,2.057142857142857,3.591014139455142,6.06119935860268
218400,3,-122.25,37.8,52,3.0149,4.092156862745098,4.276639344262295,2.4528688524590163,3.5708780785462992,5.83547528997366
269900,3,-122.24,37.81,52,3.675,5.00597609561753,4.851351351351352,2.023166023166023,4.177136682933744,11.21973076436975
218800,3,-122.25,37.81,46,3.225,3.8706586826347302,4.326639892904953,1.8380187416331992,3.504557087195863,0.8903321936900728
225000,3,-122.25,37.8,42,2.9345,3.868544600938967,4.059113300492611,1.6896551724137931,4.6826567967001225,-0.5140119214761008
250000,3,-122.25,37.8,43,2.1429,2.984848484848485,3.2742382271468142,1.882271468144044,4.234114741252778,-0.6573949010162616
171400,3,-122.25,37.8,41,1.6121,3.136460554371002,3.5617433414043584,2.5714285714285716,6.492872041780426,8.736435614402877
193800,3,-122.25,37.8,29,1.3929,2.8564814814814814,3.1927554980595083,1.7270375161707632,2.7190941743515,6.359876241377724
125000,3,-122.24,37.79,27,2.3173,3.317073170731707,3.804195804195804,2.7296037296037294,2.675393345415352,1.1260514448523717
97500,3,-122.25,37.79,45,1.7772,3.3954372623574143,3.882608695652174,3.2065217391304346,6.337448696455224,10.659865375526575
125000,3,-122.25,37.79,50,2.6458,3.345744680851064,3.2091836734693877,3.7857142857142856,6.75440347650526,7.520279938227592
138800,3,-122.25,37.79,52,2.181,3.424552429667519,3.68870523415978,2.9917355371900825,3.5110405047825775,-0.5747531247114495
116700,3,-122.25,37.8,36,2.2303,2.768976897689769,3.0902394106813995,3.029465930018416,2.103662259422731,10.431735127966824
151800,3,-122.25,37.8,43,1.6504,3.6228748068006182,3.639751552795031,2.6552795031055902,-0.02159602832557317,-3.0578370697221224
127000,3,-122.24,37.8,52,2.2697,4.368421052631579,4.368421052631579,3.206140350877193,7.190945850125139,6.842178585208166
128600,3,-122.24,37.8,52,2.1563,4.265415549597855,4.585014409221902,3.2219020172910664,2.5902506814441333,6.4346285811246045
140600,3,-122.24,37.8,52,2.1348,3.9849246231155777,4.7343283582089555,3.002985074626866,1.737399034324945,4.091769843467249
182700,3,-122.24,37.8,47,2.6292,3.479591836734694,3.693140794223827,2.1895306859205776,9.56712360892527,6.846032507037469
146900,3,-122.23,37.8,52,2.3833,4.124567474048443,4.638132295719845,3.0038910505836576,4.594610090549785,7.30579901503624
122800,3,-122.24,37.8,52,2.957,4.292857142857143,4.496259351620948,3.29426433915212,4.226339922630531,4.717778112756952
169300,3,-122.24,37.8,49,2.5238,3.789052069425902,4.192023633677991,2.1964549483013296,-1.6753869764857048,7.452069866256753
126600,3,-122.23,37.8,52,1.9375,4.255434782608695,4.209677419354839,2.6236559139784945,4.055853605724903,12.010540286968762
127900,3,-122.23,37.8,51,1.9028,3.840579710144928,4.0561224489795915,2.420918367346939,5.792643179989721,2.285896895050046
123500,3,-122.23,37.8,50,2.25,3.6375,4.20722891566265,2.7686746987951807,4.465237830902195,8.970106600030245
111900,3,-122.23,37.8,52,2.3929,4.187290969899665,4.4714285714285715,3.0142857142857142,6.011935293119892,6.830595173331585
112800,3,-122.23,37.79,43,2.1917,4.4367559523809526,4.844029244516653,3.547522339561332,8.404220353749722,9.500881997019512
107900,3,-122.23,37.79,52,2.9357,4.5139240506329115,4.327669902912621,4.026699029126213,6.852141078660164,4.360527806479544
137500,3,-122.23,37.79,30,1.8854,3.784090909090909,3.798479087452471,3.844106463878327,2.76661687826047,9.34181163393211
105500,3,-122.24,37.79,39,2.1638,3.4083526682134573,3.776349614395887,3.7634961439588688,4.816713025144481,4.291848425717475
95500,3,-122.24,37.79,47,2.125,3.473417721518987,4.528052805280528,4.082508250825082,3.0765851738748298,10.79328192645482
116100,3,-122.24,37.79,52,3.375,3.744444444444445,4.011904761904762,3.851190476190476,2.6683028666747193,4.500437506720718
112200,3,-122.24,37.79,43,2.2542,4.324468085106383,4.554621848739496,3.596638655462185,-1.3870492249320865,3.8446551554266755
75000,3,-122.25,37.79,51,2.1,4.069767441860465,3.1818181818181817,4.1454545454545455,2.490473737332943,3.7949350764380254
112500,3,-122.25,37.79,39,1.6,3.5736434108527133,3.747967479674797,3.097560975609756,4.549272681180082,5.862931006012594
125000,3,-122.25,37.79,52,3.625,3.8059071729957807,3.973568281938326,3.7268722466960353,8.141972252034435,4.846446120451047
115000,3,-122.26,37.8,20,1.6929,3.0462130937098846,3.510355029585799,2.4541420118343193,4.047602322271456,2.4357993084811316
95000,3,-122.22,37.77,52,1.6471,3.0546875,2.8333333333333335,3.768115942028986,4.295107907334639,1.8372156921067644
96400,3,-122.22,37.77,52,2.59,3.777408637873754,4.38996138996139,3.3436293436293436,1.8456022176066036,7.430676224952197
72000,3,-122.23,37.77,52,2.57,3.733009708737864,4.202185792349726,3.3442622950819674,4.058319124974394,6.536759114013347
71300,3,-122.23,37.78,52,2.6429,3.232876712328767,3.746031746031746,3.2936507936507935,-0.9235983714459866,4.269526170664553
80800,3,-122.23,37.78,52,3.0257,4.0093023255813955,4.046948356807512,4.666666666666667,4.9797559667199005,0.12982427010120912
128800,3,-122.22,37.78,50,1.4886,3.6226415094339623,4.0251572327044025,3.19706498951782,5.0161790665637875,1.999028175502369
112500,3,-122.23,37.78,43,1.9338,3.0084745762711864,3.2420091324200913,3.4383561643835616,3.3795024074373003,1.8577979023395552
119400,3,-122.23,37.78,52,1.4844,3.8217054263565897,3.8666666666666663,3.952941176470589,5.223172457445512,3.785202363272443
118100,3,-122.23,37.78,44,1.6009,2.8363636363636364,3.1158455392809588,3.745672436750999,3.459725693686355,1.3218535401866864
122500,3,-122.23,37.79,48,2.0375,4.282828282828283,4.944606413994169,4.317784256559767,5.8037530067639596,2.9748749699865
106300,3,-122.23,37.79,49,2.293,5.414746543778802,5.365296803652968,3.922374429223744,9.099673796194123,8.74163774511219
132500,3,-122.22,37.79,37,2.1494,4.081881533101045,4.479923518164436,3.074569789674952,6.3066072156262365,1.6400072653335642
122700,3,-122.23,37.79,30,1.6198,4.206896551724138,4.357142857142857,3.0357142857142856,4.272224466727026,-2.135899649681712
113300,3,-122.23,37.79,40,1.3281,4.673366834170854,5.054347826086956,3.0652173913043477,2.444468904576125,-0.37369379172688166
109500,3,-122.22,37.79,44,3.5156,4.735668789808917,5.466911764705882,3.5330882352941178,5.571784434579083,4.830621380265653
164700,3,-122.22,37.79,52,3.9048,4.9623188405797105,4.998540145985402,3.318248175182482,4.161848365893384,0.7892788920188369
125000,3,-122.21,37.79,52,3.0893,4.010526315789473,3.907692307692307,3.076923076923077,6.997512521024435,-0.43831307299760613
124700,3,-122.22,37.79,46,2.6042,4.114782608695652,4.489563567362429,3.1252371916508537,0.9006207289962189,7.5126613156555235
136700,3,-122.22,37.79,49,2.5,4.057777777777778,4.306603773584905,2.832547169811321,3.226274200974747,5.884508199683111
141700,3,-122.22,37.79,38,2.7969,4.2883263009845285,4.626707132018209,3.2883156297420335,5.1323430474193685,3.2793256050575486
150000,3,-122.2,37.79,29,2.8321,4.361702127659575,4.823529411764706,2.761764705882353,4.058229054589621,0.6873386255224219
138800,3,-122.21,37.79,47,2.9583,5.026058631921824,5.284246575342466,2.941780821917808,3.813756401393385,4.2682939537281035
139200,3,-122.21,37.79,34,2.8365,4.244165170556553,4.5813953488372094,2.939922480620155,3.6347230326231244,2.108346118597677
143800,3,-122.21,37.79,35,2.875,4.266503667481663,4.520725388601036,2.961139896373057,5.525575867250606,8.41584548159252
156500,3,-122.21,37.8,39,3.0682,4.006,4.316810344827586,2.3900862068965516,5.796343960551077,4.16942712649446
151000,3,-122.21,37.8,39,3.0757,4.514541387024608,4.524663677130045,2.7376681614349776,5.834966650665419,14.832917760062346
273000,3,-122.2,37.8,43,4.9559,6.102204408817635,6.6923076923076925,2.4505494505494507,10.649171449712593,9.431700281504193
